IS_FRAUDSTER,HAS_EMAIL,age,account_age_days,KYC_SCORE,FAILED_SIGN_IN_ATTEMPTS,phone_country_match,tx_count,CANCELLED,tx_completed,tx_declined,tx_failed,tx_pending,tx_recorded,tx_reverted,avg_amount,max_amount,total_amount,std_amount,pct_ATM,pct_BANK_TRANSFER,pct_CARD_PAYMENT,pct_P2P,pct_TOPUP,pct_chip,pct_cont,pct_mags,pct_manu,pct_mcon,pct_misc,unique_merchant_categories,unique_merchant_country,unique_currency,avg_tx_hour,night_tx_ratio,tx_velocity
False,1,29,156,3,0,1,39.0,0.0,15.0,16.0,3.0,0.0,0.0,5.0,5377.025641025641,25196.0,209704.0,7354.976222678584,0.0,0.0,0.2564102564102564,0.41025641025641024,0.3333333333333333,0.0,0.0,0.0,0.2564102564102564,0.0,0.7435897435897436,2.0,2.0,1.0,10.923076923076923,0.02564102564102564,0.291044776119403
False,1,23,421,3,0,1,23.0,0.0,21.0,0.0,0.0,0.0,0.0,2.0,8665.826086956522,36108.0,199314.0,8887.641581289738,0.13043478260869565,0.21739130434782608,0.13043478260869565,0.0,0.5217391304347826,0.17391304347826086,0.08695652173913043,0.0,0.0,0.0,0.7391304347826086,1.0,2.0,2.0,14.695652173913043,0.0,0.062162162162162166
False,1,38,243,3,0,1,8.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,681.125,1496.0,5449.0,433.006907731109,0.0,0.125,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,12.625,0.0,0.038461538461538464
False,1,40,56,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1,30,130,0,0,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,2.0
False,1,36,408,3,0,1,120.0,0.0,106.0,7.0,0.0,0.0,0.0,7.0,9821.214285714286,78734.0,962479.0,17094.829645940066,0.025,0.025,0.8333333333333334,0.025,0.09166666666666666,0.6583333333333333,0.03333333333333333,0.1,0.03333333333333333,0.03333333333333333,0.14166666666666666,14.0,9.0,7.0,14.316666666666666,0.13333333333333333,0.5
False,1,36,69,3,0,1,106.0,0.0,88.0,3.0,1.0,4.0,0.0,10.0,33.333333333333336,100.0,100.0,57.735026918962575,0.018867924528301886,0.0,0.7830188679245284,0.09433962264150944,0.10377358490566038,0.009433962264150943,0.5283018867924528,0.0,0.2358490566037736,0.0,0.22641509433962265,7.0,5.0,2.0,13.339622641509434,0.04716981132075472,1.536231884057971
False,1,51,65,3,0,1,5.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2357.6,7572.0,11788.0,2998.2245246145258,0.2,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.8,0.0,1.0,1.0,7.8,0.2,0.10638297872340426
False,1,26,50,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0,39,920,1,0,1,36.0,0.0,0.0,28.0,0.0,0.0,0.0,8.0,1269.5555555555557,2213.0,45704.0,962.2289137932214,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,17.72222222222222,0.05555555555555555,1.0
False,0,37,857,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1,68,641,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1,23,51,3,0,1,33.0,0.0,21.0,6.0,3.0,0.0,0.0,3.0,3422.6666666666665,12814.0,92412.0,3778.3017959843364,0.0,0.0,0.6363636363636364,0.0,0.36363636363636365,0.21212121212121213,0.3333333333333333,0.0,0.09090909090909091,0.0,0.36363636363636365,3.0,4.0,4.0,16.060606060606062,0.0,0.7674418604651163
False,1,31,203,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1,30,714,3,0,1,42.0,0.0,34.0,5.0,1.0,0.0,0.0,2.0,10429.238095238095,54541.0,438028.0,15165.237477428636,0.11904761904761904,0.16666666666666666,0.35714285714285715,0.047619047619047616,0.30952380952380953,0.2857142857142857,0.0,0.07142857142857142,0.11904761904761904,0.0,0.5238095238095238,7.0,8.0,1.0,7.880952380952381,0.2619047619047619,0.23595505617977527
False,1,37,693,1,0,1,8.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,1894.625,7779.0,15157.0,2829.846585316697,0.0,0.0,0.125,0.125,0.75,0.0,0.0,0.0,0.125,0.0,0.875,1.0,1.0,1.0,15.75,0.0,0.13333333333333333
False,1,47,573,3,0,1,104.0,0.0,94.0,7.0,1.0,0.0,0.0,2.0,2514.9134615384614,14916.0,261551.0,2748.1814891474605,0.028846153846153848,0.028846153846153848,0.5673076923076923,0.1346153846153846,0.2403846153846154,0.40384615384615385,0.09615384615384616,0.07692307692307693,0.009615384615384616,0.0,0.41346153846153844,17.0,7.0,2.0,13.038461538461538,0.21153846153846154,0.1847246891651865
False,1,24,43,3,0,1,25.0,0.0,18.0,5.0,1.0,0.0,0.0,1.0,3587.56,15106.0,89689.0,3963.659032173849,0.16,0.0,0.56,0.0,0.28,0.44,0.24,0.0,0.04,0.0,0.28,4.0,2.0,2.0,16.48,0.0,1.1363636363636365
False,1,52,171,3,0,1,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1981.5,3827.0,7926.0,1549.245084979563,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,17.25,0.0,4.0
False,1,23,144,3,0,1,50.0,0.0,45.0,1.0,1.0,0.0,0.0,3.0,20836.46153846154,101681.0,270874.0,32795.80312482931,0.06,0.26,0.08,0.06,0.54,0.06,0.0,0.0,0.08,0.0,0.86,2.0,4.0,4.0,11.64,0.02,0.37037037037037035
False,1,23,503,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,1.0
False,1,19,148,3,0,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,476.0,866.0,952.0,551.5432893255071,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0,0.0,2.0
False,1,35,275,3,0,1,27.0,0.0,22.0,1.0,2.0,0.0,0.0,2.0,5151.666666666667,12063.0,139095.0,4133.897843998492,0.0,0.037037037037037035,0.07407407407407407,0.4074074074074074,0.48148148148148145,0.0,0.0,0.0,0.07407407407407407,0.0,0.9259259259259259,0.0,1.0,2.0,13.037037037037036,0.0,0.0989010989010989
False,1,55,150,3,0,1,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1737.25,4296.0,6949.0,1831.6399527927606,0.25,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.75,1.0,1.0,1.0,16.0,0.0,0.0380952380952381
False,1,34,124,3,0,1,11.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,14468.181818181818,25672.0,159150.0,9764.801747277636,0.09090909090909091,0.0,0.0,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.0,0.9090909090909091,1.0,1.0,1.0,9.181818181818182,0.0,0.1
False,1,30,100,3,0,1,77.0,0.0,64.0,6.0,6.0,0.0,0.0,1.0,3051.090909090909,15368.0,234934.0,3936.1040054382192,0.1038961038961039,0.0,0.33766233766233766,0.33766233766233766,0.22077922077922077,0.37662337662337664,0.06493506493506493,0.0,0.0,0.0,0.5584415584415584,6.0,3.0,1.0,13.207792207792208,0.012987012987012988,0.77
False,1,39,209,3,0,1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,281.0,866.0,1124.0,390.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,0.0,4.0
False,1,44,384,3,0,1,751.0,0.0,671.0,25.0,8.0,14.0,0.0,33.0,3657.816245006658,87054.0,2747020.0,8433.240105095374,0.018641810918774968,0.002663115845539281,0.7749667110519307,0.09587217043941411,0.10785619174434088,0.10119840213049268,0.39014647137150466,0.03994673768308921,0.2583222370173103,0.002663115845539281,0.20772303595206393,22.0,13.0,2.0,15.213049267643143,0.06657789613848203,1.9557291666666667
False,1,24,864,3,0,1,1158.0,3.0,838.0,82.0,167.0,0.0,0.0,68.0,3923.610198789974,94473.0,4539617.0,8482.034353525944,0.2236614853195164,0.010362694300518135,0.28411053540587217,0.06649395509499137,0.4153713298791019,0.3221070811744387,0.02072538860103627,0.044905008635578586,0.054404145077720206,0.0,0.5578583765112263,20.0,19.0,3.0,12.287564766839377,0.13212435233160622,1.3465116279069766
False,1,21,694,3,0,1,393.0,0.0,329.0,43.0,5.0,0.0,0.0,16.0,4580.447837150127,140508.0,1800116.0,12855.03242313883,0.0916030534351145,0.017811704834605598,0.6361323155216285,0.02544529262086514,0.22900763358778625,0.44274809160305345,0.06361323155216285,0.015267175572519083,0.20610687022900764,0.0,0.272264631043257,22.0,16.0,2.0,14.104325699745548,0.030534351145038167,0.657190635451505
False,1,37,281,3,0,1,9.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,919.8888888888889,3755.0,8279.0,1134.6857984090182,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.555555555555555,0.1111111111111111,0.25
False,1,44,61,3,0,1,57.0,0.0,49.0,3.0,0.0,4.0,0.0,1.0,1419.9649122807018,15067.0,80938.0,2756.4435287736796,0.0,0.0,0.7543859649122807,0.12280701754385964,0.12280701754385964,0.5789473684210527,0.0,0.08771929824561403,0.08771929824561403,0.0,0.24561403508771928,12.0,4.0,2.0,13.228070175438596,0.05263157894736842,0.95
False,1,27,157,3,0,1,237.0,0.0,226.0,2.0,3.0,2.0,0.0,4.0,2159.915611814346,48549.0,511900.0,5023.654334665591,0.14345991561181434,0.004219409282700422,0.7552742616033755,0.008438818565400843,0.08860759493670886,0.22362869198312235,0.6751054852320675,0.0,0.0,0.0,0.10126582278481013,15.0,2.0,2.0,12.953586497890296,0.004219409282700422,1.5095541401273886
False,1,30,646,3,0,1,37.0,0.0,31.0,3.0,1.0,0.0,0.0,2.0,2314.4054054054054,25204.0,85633.0,4416.931875430296,0.13513513513513514,0.0,0.6486486486486487,0.02702702702702703,0.1891891891891892,0.6756756756756757,0.05405405405405406,0.0,0.05405405405405406,0.0,0.21621621621621623,7.0,5.0,1.0,13.45945945945946,0.08108108108108109,0.07628865979381444
False,1,24,299,3,0,1,32.0,0.0,28.0,0.0,0.0,0.0,0.0,4.0,2628.15625,14863.0,84101.0,2688.70983702251,0.28125,0.03125,0.28125,0.0,0.40625,0.28125,0.25,0.0,0.0,0.0,0.46875,5.0,3.0,2.0,16.84375,0.03125,0.12213740458015267
False,1,44,176,3,0,1,12.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,15640.666666666666,48366.0,187688.0,19966.870908552195,0.0,0.4166666666666667,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,17.166666666666668,0.0,0.17391304347826086
False,1,25,143,3,0,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,476.0,866.0,952.0,551.5432893255071,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,0.0,2.0
False,1,47,490,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1,32,73,3,0,1,63.0,0.0,54.0,4.0,1.0,0.0,0.0,4.0,8677.952380952382,76492.0,546711.0,13991.827290138008,0.0,0.0,0.7777777777777778,0.031746031746031744,0.19047619047619047,0.2698412698412698,0.047619047619047616,0.3492063492063492,0.1111111111111111,0.0,0.2222222222222222,6.0,5.0,1.0,13.825396825396826,0.2222222222222222,0.9402985074626866
False,1,31,564,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1,28,72,1,0,0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,84.0,84.0,252.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,0.0,3.0
False,1,37,48,3,0,1,5.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1251.6,1892.0,6258.0,770.2228898182656,0.2,0.0,0.2,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.6,0.0,2.0,1.0,7.4,0.6,0.18518518518518517
False,1,26,138,3,0,1,41.0,0.0,39.0,0.0,0.0,0.0,0.0,2.0,3470.3658536585367,60207.0,142285.0,9490.244853943701,0.14634146341463414,0.0,0.6829268292682927,0.0,0.17073170731707318,0.5853658536585366,0.24390243902439024,0.0,0.0,0.0,0.17073170731707318,10.0,2.0,2.0,13.731707317073171,0.0,0.37962962962962965
False,1,23,224,3,0,1,10.0,0.0,6.0,0.0,1.0,0.0,0.0,3.0,1363.7,5041.0,13637.0,1576.895053930702,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.4,0.0,0.37037037037037035
False,1,26,172,3,0,1,44.0,0.0,38.0,2.0,0.0,0.0,0.0,4.0,3046.75,42165.0,134057.0,6812.319794501586,0.0,0.0,0.8863636363636364,0.0,0.11363636363636363,0.36363636363636365,0.45454545454545453,0.0,0.06818181818181818,0.0,0.11363636363636363,9.0,5.0,1.0,14.409090909090908,0.022727272727272728,0.2619047619047619
False,1,23,141,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0,34,676,1,0,1,14.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,666.5,955.0,9331.0,358.18146453782555,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,12.714285714285714,0.0,0.2692307692307692
False,1,30,260,3,0,1,209.0,0.0,177.0,6.0,1.0,1.0,0.0,24.0,2638.2966507177034,30035.0,551404.0,4707.370980302132,0.028708133971291867,0.004784688995215311,0.8229665071770335,0.004784688995215311,0.13875598086124402,0.6124401913875598,0.009569377990430622,0.0,0.22966507177033493,0.0,0.14832535885167464,17.0,13.0,1.0,13.10047846889952,0.03349282296650718,0.8196078431372549
False,1,19,8,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1,20,317,1,0,1,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,84.0,84.0,336.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,0.0,4.0
False,1,28,5,3,0,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4294.0,8503.0,8588.0,5952.424884028357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,2.0
False,1,42,149,3,0,1,429.0,0.0,250.0,24.0,143.0,0.0,0.0,12.0,2928.755244755245,31094.0,1256436.0,4294.367681985993,0.07692307692307693,0.0,0.3123543123543124,0.1794871794871795,0.43123543123543123,0.1445221445221445,0.20745920745920746,0.018648018648018648,0.016317016317016316,0.0,0.6130536130536131,7.0,3.0,1.0,12.745920745920746,0.11655011655011654,2.8986486486486487
False,1,64,94,1,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,463.0,842.0,926.0,535.986940139403,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,2.0
False,1,54,378,3,0,1,70.0,0.0,55.0,5.0,7.0,0.0,0.0,3.0,35628.9,758595.0,2494023.0,123701.7025899665,0.014285714285714285,0.02857142857142857,0.6,0.014285714285714285,0.34285714285714286,0.24285714285714285,0.07142857142857142,0.0,0.3,0.0,0.38571428571428573,6.0,5.0,2.0,13.485714285714286,0.04285714285714286,0.18666666666666668
False,1,21,601,3,0,1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,94.66666666666667,100.0,284.0,9.237604307034013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,0.0,3.0
False,1,34,108,3,0,1,28.0,0.0,25.0,0.0,0.0,0.0,0.0,3.0,589.1428571428571,7447.0,16496.0,1409.2106199672821,0.0,0.03571428571428571,0.8571428571428571,0.0,0.10714285714285714,0.03571428571428571,0.7857142857142857,0.0,0.03571428571428571,0.0,0.14285714285714285,9.0,2.0,1.0,12.392857142857142,0.0,0.3373493975903614
False,1,56,507,3,0,1,42.0,1.0,25.0,9.0,2.0,0.0,0.0,5.0,7111.119047619048,22979.0,298667.0,6919.727074846236,0.14285714285714285,0.047619047619047616,0.40476190476190477,0.0,0.40476190476190477,0.2619047619047619,0.023809523809523808,0.09523809523809523,0.16666666666666666,0.0,0.4523809523809524,2.0,6.0,3.0,13.142857142857142,0.11904761904761904,0.08484848484848485
False,1,39,20,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1,30,26,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1,46,247,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1,35,50,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1,38,238,3,0,1,8.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,96.375,345.0,771.0,125.15697286664798,0.0,0.0,0.375,0.5,0.125,0.25,0.0,0.0,0.125,0.0,0.625,2.0,2.0,1.0,15.0,0.125,0.06557377049180328
False,1,23,12,3,0,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,469.5,854.0,939.0,543.765114732455,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,2.0
False,1,32,830,3,0,1,421.0,0.0,309.0,53.0,2.0,0.0,0.0,57.0,10063.85,515874.0,4226817.0,45792.00401669788,0.0023752969121140144,0.035629453681710214,0.7102137767220903,0.0023752969121140144,0.2494061757719715,0.18052256532066507,0.0,0.0,0.5273159144893111,0.0,0.2921615201900237,17.0,13.0,4.0,13.717339667458432,0.04513064133016627,0.5096852300242131
False,1,30,160,3,0,1,7.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,1759.857142857143,4220.0,12319.0,1816.6257575123013,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.428571428571429,0.0,0.07291666666666667
False,1,21,138,3,0,1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,523.6666666666666,755.0,1571.0,388.61977990490055,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,18.333333333333332,0.0,0.3
False,1,21,361,3,0,1,62.0,0.0,48.0,4.0,0.0,0.0,0.0,10.0,874.8709677419355,7452.0,54242.0,1138.2260930129132,0.016129032258064516,0.0,0.6935483870967742,0.06451612903225806,0.22580645161290322,0.016129032258064516,0.22580645161290322,0.0,0.4032258064516129,0.0,0.3548387096774194,10.0,3.0,1.0,13.451612903225806,0.06451612903225806,0.27927927927927926
False,1,48,249,3,0,1,45.0,0.0,33.0,3.0,1.0,2.0,0.0,6.0,4087.1666666666665,21547.0,73569.0,5415.439998961574,0.044444444444444446,0.0,0.4888888888888889,0.0,0.4666666666666667,0.13333333333333333,0.13333333333333333,0.0,0.24444444444444444,0.0,0.4888888888888889,3.0,6.0,3.0,11.88888888888889,0.06666666666666667,0.30201342281879195
False,1,39,133,3,0,1,10.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,12990.3,25289.0,129903.0,12181.973111938803,0.0,0.1,0.3,0.2,0.4,0.1,0.0,0.0,0.2,0.0,0.7,0.0,2.0,1.0,11.3,0.2,0.08264462809917356
False,1,28,204,3,0,1,72.0,0.0,41.0,15.0,6.0,2.0,0.0,8.0,2387.625,18874.0,171909.0,4840.674113331621,0.041666666666666664,0.0,0.5972222222222222,0.09722222222222222,0.2638888888888889,0.08333333333333333,0.4444444444444444,0.0,0.1111111111111111,0.0,0.3611111111111111,6.0,4.0,2.0,9.63888888888889,0.1527777777777778,0.36548223350253806
False,1,32,740,3,0,1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,83.5,167.0,167.0,118.08683245815344,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,16.0,0.0,0.00980392156862745
False,1,44,187,3,0,1,27.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,3177.074074074074,13575.0,85781.0,3009.447776150787,0.0,0.0,0.18518518518518517,0.0,0.8148148148148148,0.14814814814814814,0.037037037037037035,0.0,0.0,0.0,0.8148148148148148,2.0,2.0,2.0,11.25925925925926,0.0,0.1588235294117647
False,1,26,108,3,0,1,113.0,0.0,93.0,8.0,1.0,3.0,0.0,8.0,1974.2477876106195,12945.0,223090.0,2601.6356652078844,0.02654867256637168,0.0,0.6902654867256637,0.035398230088495575,0.24778761061946902,0.19469026548672566,0.21238938053097345,0.0,0.30973451327433627,0.0,0.2831858407079646,9.0,7.0,2.0,14.601769911504425,0.08849557522123894,1.0462962962962963
